Country Name,Country Code,Year,average_value_Age dependency ratio (% of working-age population),"average_value_Age dependency ratio, old (% of working-age population)","average_value_Age dependency ratio, young (% of working-age population)","average_value_Population ages 15-19, female (% of female population)","average_value_Population ages 15-19, male (% of male population)",average_value_Population ages 15-64 (% of total population),"average_value_Population ages 15-64, female","average_value_Population ages 15-64, female (% of female population)","average_value_Population ages 15-64, male","average_value_Population ages 15-64, male (% of male population)","average_value_Population ages 15-64, total","average_value_Population ages 20-24, female (% of female population)","average_value_Population ages 20-24, male (% of male population)","average_value_Population ages 25-29, female (% of female population)","average_value_Population ages 25-29, male (% of male population)","average_value_Population ages 30-34, female (% of female population)","average_value_Population ages 30-34, male (% of male population)","average_value_Population ages 35-39, female (% of female population)","average_value_Population ages 35-39, male (% of male population)","average_value_Population ages 40-44, female (% of female population)","average_value_Population ages 40-44, male (% of male population)","average_value_Population ages 45-49, female (% of female population)","average_value_Population ages 45-49, male (% of male population)","average_value_Population ages 50-54, female (% of female population)","average_value_Population ages 50-54, male (% of male population)","average_value_Population ages 55-59, female (% of female population)","average_value_Population ages 55-59, male (% of male population)","average_value_Population ages 60-64, female (% of female population)","average_value_Population ages 60-64, male (% of male population)",average_value_Population ages 65 and above (% of total population),"average_value_Population ages 65 and above, female","average_value_Population ages 65 and above, female (% of female population)","average_value_Population ages 65 and above, male","average_value_Population ages 65 and above, male (% of male population)","average_value_Population ages 65 and above, total","average_value_Population ages 65-69, female (% of female population)","average_value_Population ages 65-69, male (% of male population)","average_value_Population ages 70-74, female (% of female population)","average_value_Population ages 70-74, male (% of male population)","average_value_Population ages 75-79, female (% of female population)","average_value_Population ages 75-79, male (% of male population)","average_value_Population ages 80 and above, female (% of female population)","average_value_Population ages 80 and above, male (% of male population)",average_value_Population growth (annual %),"average_value_Population, female","average_value_Population, female (% of total population)","average_value_Population, male","average_value_Population, male (% of total population)","average_value_Population, total",average_value_Sex ratio at birth (male births per female births)
Benin,BEN,2013,87.49151288,6.059716737,81.43179614,10.55186762,10.89145063,53.33574356,2694141,53.60729992,2641889,53.061743,5336025,8.965978457,9.158034231,7.502161889,7.555972248,6.282609898,6.238792696,5.249658853,5.139432517,4.375412132,4.23694329,3.624133404,3.461450089,2.922459726,2.721567191,2.298486698,2.105607347,1.834531243,1.552492761,3.231996191,190019,3.780947443,133332,2.677943062,323348,1.500985535,1.105064255,1.094952383,0.801944849,0.649800286,0.441001379,0.535209239,0.329932579,2.790716434,5025698,50.23390255,4978896,49.76609745,10004594,1.041
Estonia,EST,2010,48.49395306,26.02213568,22.47181738,5.295420985,6.423569692,67.34279158,457489,64.30726087,439165,70.8257839,896652,6.860302889,8.391310796,6.548534802,7.911425053,6.262197101,7.600635764,6.556402767,7.724435647,6.135045178,6.880887748,6.741018929,7.2880733,6.973123877,7.050628994,6.785697727,6.321531508,6.149516612,5.233285404,17.5240466,156057,21.93630602,77271,12.46171553,233328,5.344033765,4.043323511,5.934131089,3.772511268,4.632966489,2.485185926,6.025174676,2.160694827,-0.228057969,711411,53.43032784,620064,46.56967216,1331475,1.058
Isle of Man,IMN,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076863955,,,,,83296,
St. Kitts and Nevis,KNA,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.675308623,,,,,53192,
Libya,LBY,2016,49.25655194,6.383020302,42.87353164,8.308055574,8.478084523,66.99872862,2151470,67.03770834,2198198,66.96072306,4349665,8.476407788,8.502697531,9.065375686,8.928673149,9.048113586,8.919443271,8.813268012,8.918407575,7.728497702,7.9611809,6.107605201,6.308118911,4.30197084,4.182231297,2.956679919,2.729850613,2.231734034,2.032035292,4.276541466,149920,4.671361085,127730,3.89086568,277640,1.59979784,1.409125151,1.279015674,1.11584045,0.938260572,0.760931846,0.854286999,0.604968233,1.143967287,3209343,49.43413286,3282817,50.56586714,6492160,1.06
Maldives,MDV,2017,31.87974559,4.982970335,26.89677526,7.071928204,6.289478228,75.82664856,131824,69.59165897,244835,79.75782886,376402,9.374158638,13.21223691,11.49795434,16.85294798,11.09040517,13.83053233,8.243368088,9.391705459,6.218820114,6.780726644,5.369935331,5.04083421,4.600237561,3.722802983,3.716510492,2.836080046,2.408341032,1.800484082,3.778389289,8842,4.667810479,9878,3.217872582,18756,1.416391712,1.00530014,1.261185166,0.820593342,1.085389996,0.713417792,0.904843606,0.678561307,4.300062714,189425,38.15990395,306973,61.84009605,496398,1.072
Other small states,OSS,2019,57.38513364,8.623675898,46.07698777,8.744119915,8.074443822,64.64096766,9056585,61.79951394,11194471,67.14287459,20250332,8.390827397,8.886600978,8.57507239,10.57528283,8.093074762,10.09810066,7.004915073,8.003352996,5.731806831,6.36867568,4.733483229,5.203869391,4.019667345,4.095571836,3.549319339,3.301784721,2.957227654,2.535191678,5.574427129,995137,6.790517928,751084,4.504899815,1746323,2.352449082,1.826901967,1.714195956,1.226352179,1.253583188,0.760182964,1.470289702,0.691462705,1.953123667,14654784,46.77944774,16672611,53.22055226,31361259,1.033856298
Thailand,THA,2018,40.82103473,16.75896062,24.06207411,6.255183829,6.908090929,71.01211804,25181522,70.74441126,24121085,71.29373842,49302616,6.754134962,7.330369101,6.539490063,6.939749008,6.356768124,6.66970213,7.121565068,7.297579004,7.975512001,7.871095369,8.359275831,8.062633993,8.090294754,7.755505398,7.249813169,6.87910181,6.042373453,5.579911676,11.90089314,4652412,13.07038343,3610233,10.67062311,8262606,4.464402078,3.962831387,3.237336048,2.727365293,2.381194991,1.90474586,2.987450312,2.075680574,0.315406676,35595069,51.26870461,33833385,48.73129539,69428454,1.062
Angola,AGO,2012,98.14544683,4.62868452,93.51676231,10.50496153,10.5541186,50.46797763,6423190,50.59871803,6248274,50.33429594,12671462,8.965885909,8.944297329,7.46521313,7.383213121,6.049286562,5.94661383,5.008486831,4.888117438,3.851643559,3.719515575,3.109984243,3.165991491,2.549570585,2.606546458,1.757321925,1.800338855,1.336363757,1.325543245,2.336002915,329349,2.594448737,257171,2.071695515,586522,1.042178294,0.936323463,0.767725984,0.58680223,0.480598766,0.337131548,0.303945693,0.211438273,3.597754539,12694373,50.55922781,12413552,49.44077219,25107925,1.03
Antigua and Barbuda,ATG,2012,45.51658646,11.08661012,34.42997634,7.958072883,8.710488092,68.72103441,32716,69.55819195,29415,67.81868905,62129,7.681677085,7.97039633,7.783730918,7.601503239,7.877280265,7.527724621,8.098396904,7.39861204,8.047369988,7.447029258,7.520091848,7.089664077,6.297571969,6.033707606,4.696602458,4.569663154,3.597397627,3.469900629,7.618710527,3751,7.975081856,3135,7.227998986,6888,2.749075137,2.667558158,1.924139984,1.816798469,1.437258154,1.256542088,1.864608581,1.48710027,1.288027737,47034,52.0247326,43373,47.9752674,90407,1.03
Bangladesh,BGD,2015,52.39586802,7.777304066,44.61856395,9.902510581,10.07592585,65.61857714,50714952,65.83012036,51818200,65.4128499,102533152,9.450328684,9.417483892,9.164636205,8.753049545,8.576697323,8.104994225,7.538289957,7.169284048,6.343842408,6.14437476,5.472965492,5.612515228,4.401481429,4.658360814,3.021377578,3.29999346,1.957990699,2.176868074,5.103355977,3931040,5.102653677,4043278,5.104043307,7974315,1.778323561,1.871550376,1.433193755,1.452639862,0.959940747,0.952952654,0.931195614,0.826900415,1.119091033,77039130,49.3030594,79217157,50.6969406,156256287,1.049
Bulgaria,BGR,2019,56.09961806,33.17579621,22.92382185,4.116622404,4.653484915,64.06165381,2203277,61.41475858,2265492,66.86370275,4468788,4.17942686,4.734336572,5.553847252,6.272429791,6.533107893,7.385059178,6.461525812,7.424117382,7.296233427,8.18860524,7.047071121,7.849375333,6.540802203,7.020182621,6.695410608,6.82206812,6.990710996,6.5140436,21.25296727,886321,24.70556765,596260,17.59801462,1482556,7.204623919,5.98614022,6.792770015,5.056772628,4.726778392,3.122773932,5.981395326,3.432327839,-0.703905641,3587537,51.42861184,3388224,48.57138816,6975761,1.06
Belize,BLZ,2017,55.08538931,7.158422134,47.92696717,10.44201211,10.53946694,64.48057184,122804,65.15526929,119495,63.80008115,242302,9.936385486,9.952161285,9.039203306,8.848026653,8.018930491,7.566098582,6.7726378,6.324747992,5.972548666,5.630125577,5.170337279,4.983555442,4.217976539,4.252092944,3.261901856,3.30920041,2.323335756,2.394605331,4.615867727,8416,4.465218937,8934,4.769989749,17345,1.593811512,1.726144712,1.083409823,1.176746967,0.786825057,0.833440116,1.001172544,1.033657953,1.982397008,188479,50.15740802,187296,49.84259198,375775,1.03
Barbados,BRB,2015,49.18278783,21.90839695,27.27439088,6.288444231,6.994649141,67.03186553,98507,66.65832087,92754,67.43391398,191260,6.406864304,6.899409661,6.188971369,6.60714805,6.643027764,6.799081048,6.542201531,6.774362404,7.204677255,7.197487423,7.059189736,7.003373368,7.547080438,7.167679646,7.030768918,6.583156425,5.747095325,5.407566813,14.68576075,23735,16.06114536,18168,13.20847995,41902,4.639360126,4.358478495,3.565459233,2.996772036,2.941554619,2.405705645,4.914771382,3.447523774,0.176093438,147779,51.79285522,137548,48.20714478,285327,1.036
China,CHN,2019,41.39611978,16.22123582,25.17488397,5.519568909,6.020216498,70.72329863,479714187,70.48439278,508795902,70.95002817,988510153,5.96139077,6.38320575,7.116007842,7.426826173,8.833293813,8.910085033,6.720571088,6.711418553,6.984963849,6.954024745,8.657419658,8.541984883,8.552534303,8.284975686,6.643040802,6.46908791,5.495601747,5.248202942,11.47219302,85062331,12.49820598,75286452,10.49846481,160348563,5.193718266,4.783018038,3.098361202,2.684293477,1.964557571,1.604244539,2.24156894,1.426908761,0.357291063,680596325,48.69349797,717118675,51.30650203,1397715000,1.122
Denmark,DNK,2015,55.98335953,29.71083642,26.27252311,6.102443908,6.567890079,64.10939592,1805396,63.18609791,1838248,65.04273178,3643647,6.616729962,7.052511164,5.905548016,6.254542549,5.420598786,5.55460109,6.241575279,6.34617125,6.62309385,6.663760849,7.328506336,7.681751466,6.913420006,7.025786126,6.250841379,6.25825436,5.783340391,5.637462847,19.0474441,585517,20.49220826,497044,17.58691293,1082558,6.716454182,6.728770563,4.948027667,4.57853626,3.59870862,3.06072381,5.22901779,3.2188823,0.70642385,2857267,50.27316458,2826216,49.72683542,5683483,1.056
Denmark,DNK,2013,54.58655381,27.86649289,26.72006092,6.266570581,6.721250625,64.6886875,1799199,63.69586709,1833032,65.69391106,3632226,6.28775977,6.698372475,5.610763403,5.865550717,5.689032955,5.793097295,6.46019958,6.552644728,6.969586285,7.166749946,7.251215646,7.575094582,6.793691333,6.933292883,6.076008902,6.109501035,6.29103863,6.278356771,18.02646083,552549,19.56153538,459618,16.47223214,1012174,6.302003418,6.222214291,4.616246503,4.240987936,3.352404779,2.818652295,5.290880681,3.190377614,0.416901361,2824671,50.30641246,2790261,49.69358754,5614932,1.056
"Hong Kong SAR, China",HKG,2020,44.65332928,26.32223483,18.33109445,3.179461724,4.006261073,69.13080079,2872396,70.93908248,2299828,66.9976678,5172228,4.570748883,5.491695996,6.552992343,6.611310517,7.615195442,6.610205758,8.730265924,6.733444468,8.376806179,6.561334734,8.140172261,6.782489928,7.977577328,7.12877355,8.478474225,8.57714092,7.317388169,8.495010853,18.1967648,727681,17.9714107,633770,18.46272283,1361446,5.81814803,6.504410603,4.339487968,4.885939507,2.260086826,2.594961255,5.553687876,4.47741147,-0.341579603,4049102,54.119361,3432698,45.880639,7481800,
Kazakhstan,KAZ,2013,47.4809493,10.00523937,37.47570993,6.990706619,7.751438989,67.80536631,5943069,67.59066791,5607956,68.03447722,11551018,9.185892322,9.765968529,9.06392871,9.518573785,7.302625313,7.845026815,6.828995022,7.135264512,6.343268509,6.424082005,6.353908178,6.138111111,6.380467524,5.959274608,5.193638001,4.440007958,3.947237709,3.05672891,6.784089408,744628,8.468676187,411041,4.986653114,1155707,2.391524587,1.689035695,2.421247386,1.458173586,2.10952214,1.216192612,1.546382074,0.623251222,1.439445356,8792736,51.61403792,8242815,48.38596208,17035551,1.062
Latvia,LVA,2010,47.6403849,26.83901602,20.80136888,5.663117387,6.93635244,67.73214477,734879,64.63063408,685843,71.40399788,1420719,7.013294561,8.679896729,6.506934589,8.047801374,6.049765364,7.225860976,6.479857913,7.540826475,6.266727031,7.077757108,7.138317415,7.640386905,7.191948389,7.324906082,6.479596723,6.045771001,5.841074709,4.884438787,18.17863465,257877,22.67963329,123426,12.84999459,381307,6.03818595,4.43384024,6.170957435,3.920578399,4.641081674,2.4570607,5.829408231,2.038515251,-2.08130509,1137044,54.20805105,960511,45.79194895,2097555,1.052
Maldives,MDV,2019,30.80561598,4.762596911,26.04301907,6.526859154,4.686523641,76.44932791,135030,69.28630437,271197,80.69658107,405913,8.112393336,11.78921058,10.65078738,19.2766388,11.35581132,16.09396852,9.275118402,9.801231886,6.471955543,6.739667331,5.50267591,4.911179219,4.682200455,3.254381528,3.890972718,2.391763621,2.817530159,1.752015949,3.641000239,9196,4.718631823,10090,3.002350701,19332,1.535248631,0.980152944,1.098585334,0.700746868,1.062153966,0.641533014,1.022643891,0.679917874,2.91480812,194887,36.70485557,336070,63.29514443,530957,1.07
Middle East & North Africa (excluding high income),MNA,2018,58.07780926,8.463308938,48.98321424,8.236102474,8.481894566,63.5136286,121110493,63.76510505,122118047,63.26608429,243228720,8.301746376,8.43720079,8.67385948,8.662562588,8.585488919,8.478467968,7.542716085,7.443690295,6.147022908,6.04515503,5.179265107,5.007478964,4.466125198,4.306303627,3.669233803,3.559126786,2.963544706,2.84420368,5.375355014,10811689,5.692392889,9773703,5.063493522,20585198,2.194271987,2.052809988,1.481432871,1.322984324,1.005655993,0.863447216,1.011032038,0.824251993,1.690628027,189932241,49.5964692,193022926,50.4035308,382955167,1.056115139
Portugal,PRT,2012,51.67728135,29.50417166,22.17310969,5.01063824,5.632634628,65.92945029,3565897,64.75060447,3366390,67.22402436,6932379,5.13120496,5.68501657,5.782232597,6.252560751,6.871450519,7.255597148,7.675585375,8.012741618,7.39062928,7.63934574,7.22139692,7.341171608,6.948375968,6.971545794,6.483395095,6.403064084,6.235695512,6.030346419,19.45193889,1188472,21.58062661,857033,17.11423373,2045341,5.594371981,5.182600737,5.009241574,4.359889076,4.587756864,3.656682448,6.389256194,3.915061464,-0.405421788,5507126,52.37477376,5007718,47.62522624,10514844,1.06
Solomon Islands,SLB,2017,78.33650174,6.371023368,71.96547837,10.10446052,10.55798822,56.07376277,176806,56.55005213,179845,55.61482608,356646,8.59480448,8.99726634,7.321831801,7.224407501,6.74419646,6.157537974,6.419876285,5.792328435,5.630825129,5.323524318,4.232794079,4.148421652,3.187869018,3.132885557,2.490612626,2.4677156,1.822781733,1.812750482,3.572422446,11595,3.708572416,11120,3.438721488,22722,1.415942224,1.323845925,1.094180788,0.992961754,0.63648634,0.612908812,0.561963065,0.509004997,2.643311669,312654,49.15711523,323376,50.84288477,636030,1.065
Suriname,SUR,2016,52.41307298,10.22348615,42.18958684,8.57576416,9.115607954,65.61123621,183546,65.38098478,187081,65.83881753,370627,8.464270321,8.735878937,7.721927953,8.107337674,7.35218161,7.335210276,6.442064168,6.422664086,6.846719125,6.705613232,6.059494253,6.1418265,6.08763487,5.958120711,4.474714408,4.373042407,3.356213911,2.943515749,6.70770135,21847,7.782127502,16042,5.645609713,37891,2.699718238,2.206581031,2.038591829,1.455921168,1.518524719,1.016364596,1.525292716,0.966742917,1.02258949,280733,49.69754799,284150,50.30245201,564883,1.08
Syrian Arab Republic,SYR,2010,68.92966758,5.766301099,63.16336649,10.18960924,10.52422566,59.19623093,6295318,59.51617449,6350499,58.88242521,12645819,10.13840617,10.25613233,9.459889874,9.323470916,7.686359648,7.443600169,5.905379641,5.671684415,4.827827317,4.646237152,4.075560074,3.949522719,3.165325312,3.075340402,2.483055764,2.384319034,1.584761452,1.607892407,3.413434804,381666,3.6082848,347535,3.222377272,729196,1.315945341,1.196721387,0.99475386,0.875072438,0.747209333,0.649538018,0.550376266,0.501045429,0.736079608,10577491,49.51419871,10785050,50.48580129,21362541,1.05
Aruba,ABW,2017,45.03943945,18.96122132,26.07821814,6.671124928,7.501049307,68.94633943,38125,68.90724407,34523,69.0004597,72643,6.797643146,7.830831651,5.310150376,6.253872444,5.062536148,5.192572902,6.271688837,5.710231247,7.085020243,6.629624448,7.67965587,7.297183859,8.760482938,8.300521656,8.382735685,7.94275778,6.886205899,6.341814402,13.07347721,7907,14.2911365,5864,11.72026463,13774,5.292076345,4.818819579,3.652761712,3.23786301,2.600853094,1.990686147,2.745445344,1.672895889,0.471874003,55328,52.51278936,50033,47.48721064,105361,1.05
American Samoa,ASM,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.120130903,,,,,55739,
Bosnia and Herzegovina,BIH,2014,41.99509679,20.3686622,21.62643459,6.405082225,7.074685334,70.42495847,1224466,69.00962104,1227804,71.89537202,2452272,5.981093826,6.527478898,6.828901547,7.432228673,7.085954729,7.633310204,6.532058945,6.997449883,6.705362723,7.127034457,7.109456412,7.214634332,8.1559858,8.069143003,7.360366468,7.337075066,6.845358361,6.482332171,14.34462775,291315,16.41820822,208182,12.19031893,499495,4.923856237,4.103901883,4.098873892,3.103588609,4.090420049,2.97213024,3.305058047,2.010698193,-1.722307312,1774341,50.9559732,1707765,49.0440268,3482106,1.058
"Congo, Dem. Rep.",COD,2014,97.65798657,5.967050342,91.69093623,10.19994875,10.32929683,50.59244086,18783405,50.77490682,18537346,50.40888574,37320751,8.558508148,8.640879492,7.133505688,7.150308649,5.934048378,5.912672185,4.908216259,4.859304674,4.06540558,4.001776801,3.353515268,3.271001645,2.723671847,2.618379606,2.176605175,2.051051607,1.721481731,1.574214257,3.018876334,1234345,3.33665554,992600,2.699192214,2226948,1.369225063,1.182355506,0.957484941,0.782945217,0.581545721,0.445369435,0.428399815,0.288522056,3.319678158,36993480,50.14878853,36773965,49.85121147,73767445,1.03
Caribbean small states,CSS,2018,48.24317526,13.03396936,35.13526244,8.078720436,8.503242737,67.49041212,2463339,67.57566239,2419495,67.40366507,4882841,8.309729913,8.728312105,7.970197281,8.275164644,7.621392449,7.69857587,7.228393783,6.997877177,6.489306107,6.217001527,6.331568963,6.102614248,5.922083337,5.763909783,5.382183384,5.164281973,4.242086739,3.952685009,8.796653929,340794,9.348847353,295623,8.235633337,636428,3.160997502,2.981228897,2.392776462,2.173191143,1.70457616,1.431986093,2.090497229,1.649227203,0.601138271,3645305,50.38525252,3589560,49.61474748,7358929,1.048199772
Denmark,DNK,2020,57.34583486,31.72720054,25.61863432,5.704634855,5.99910883,63.55427521,1837346,62.65341546,1868758,64.46555329,3706107,6.254166893,6.660227738,6.759206301,7.124184845,5.979933,6.280212867,5.423294501,5.532546978,6.190517714,6.27382256,6.505845494,6.520057749,7.134818847,7.429044153,6.68886263,6.7221512,6.012135227,5.924196376,20.16398945,633332,21.59657132,542511,18.71470788,1175844,5.460680669,5.201362386,6.1673788,5.961565778,4.319698768,3.785944173,5.648813084,3.765835545,0.291641177,2932556,50.28901784,2898848,49.71098216,5831404,
East Asia & Pacific (excluding high income),EAP,2017,42.38492038,12.86924422,29.32915525,6.597236853,7.029558184,70.3242796,713063923,70.17478942,741260189,70.46867059,1454324270,6.915464227,7.271596441,8.26724764,8.460062205,7.932990093,7.975393816,6.855740381,6.850161982,7.511359693,7.498908146,8.165099706,8.038992245,7.183584414,7.020230344,5.669342315,5.496737817,5.076724098,4.827029409,9.050203232,101016782,9.941368758,86143585,8.189329469,187160542,3.883564768,3.53701468,2.457859076,2.115275855,1.714033105,1.361796817,1.88591181,1.175242118,0.732721859,1016125490,49.13504815,1051900345,50.86495185,2068150870,1.10163407
Eritrea,ERI,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.052
Georgia,GEO,2010,47.48361854,21.00293823,26.48068031,6.728248542,7.935852863,67.80414428,1328817,67.0263913,1238721,68.65889064,2567536,7.317647103,8.393812628,6.974930175,7.719980952,6.707000558,7.149681773,6.564555195,6.801603678,6.567164596,6.537344919,7.593265135,7.417729556,7.134103666,6.707902161,6.383947335,5.711542696,5.055528996,4.283439409,14.24086122,333817,16.83795524,205439,11.38693606,539258,4.000305673,3.16168376,5.45178525,3.935361314,3.456618234,2.376383121,3.929246079,1.913507867,-0.729475257,1982528,52.35510464,1804167,47.64489536,3786695,1.095
Georgia,GEO,2019,54.06536893,23.20389089,30.86147804,4.87872181,6.054856295,64.90751896,1238117,63.61367352,1176549,66.32725399,2414664,5.492346076,6.647223681,6.537434619,7.294425324,7.004383987,7.5849157,6.659097789,7.071887448,6.46636879,6.720528424,6.261827367,6.3944089,6.4325097,6.201623199,7.294051369,6.694764194,6.586932017,5.662620826,15.06105563,351173,18.04302113,209119,11.78894531,560296,5.726968526,4.449183337,4.17805864,2.917234905,3.161568594,1.911013185,4.97642537,2.511513882,-0.17156574,1946307,52.31782628,1773854,47.68217372,3720161,1.063
Ghana,GHA,2017,69.11842567,5.157782985,63.96064269,10.19503831,10.37631214,59.13016395,8495754,59.13518551,8723812,59.12525138,17219569,9.165892015,9.341516614,8.188859419,8.346626748,7.131119157,7.223175321,6.041924135,6.057337684,5.225290629,5.182449453,4.529868275,4.449989458,3.778322944,3.654336464,2.898863445,2.713117271,1.98000719,1.780390231,3.049805358,480437,3.344109437,407713,2.76325689,888148,1.430373716,1.24385971,0.987522156,0.810719279,0.557150877,0.430232903,0.369062688,0.278444999,2.220504882,14366665,49.33359463,14754799,50.66640537,29121464,1.053
Mongolia,MNG,2011,45.06970565,5.543514518,39.52619113,9.376460409,9.727615691,68.93238823,963127,68.92786573,946548,68.93711855,1909673,11.17536215,11.45885832,9.549795069,10.06387194,8.334734849,8.566559364,7.665013236,7.78596711,6.746883447,6.674508033,6.242409452,5.892604839,4.703867539,4.198724018,3.114155401,2.795580674,2.019184182,1.772828573,3.821270946,60677,4.342455469,45181,3.290533553,105863,1.616120266,1.378235474,1.221715927,0.99434839,0.855079486,0.57280818,0.64953979,0.345141509,1.838034251,1397297,50.4374346,1373060,49.5625654,2770357,1.03
Mauritius,MUS,2018,41.37842802,16.22199925,25.15642878,7.294216772,7.708066213,70.73213461,447013,69.85075791,447962,71.63388841,894976,7.595353446,7.896320969,7.66307019,7.91212862,6.639205498,6.860041611,7.175166366,7.494104065,7.329791467,7.649785479,6.363501611,6.594824351,7.015704356,7.122863772,6.93846982,6.851099909,5.836278388,5.544653421,11.47417307,82571,12.90269229,62612,10.01231081,145183,4.912584548,4.371374419,3.363837074,2.71891601,2.032906593,1.469792217,2.593364071,1.45222816,0.054547267,639954,50.5771064,625349,49.4228936,1265303,1.042
